Column3,Column4,Column7,Column8,Column9,Column10,Column11,Column12,Column14,Column15,Column16
03/22/21,Please flow test FH 1-564,PPM,HYDRANT,PPM,FLOWTEST,2.,46.34,0.00,26.82,73.16
03/23/21,Fire Hydrant hit By Car ,LEAK,HYDRANT,HUMAN-ER,INSPECT,16.5,464.51,91.22,218.97,774.70
03/23/21,Potable/Reuse Meter Installation,LEAK,HYDRANT,AGE-FAIL,REPAIRED,5.,115.85,7.08,67.05,189.98
03/23/21,NO WATER AT HYDRANT,PPM,HYDRANT,PPM,REPAIRED,18.,385.80,0.00,270.81,656.61
03/24/21,Please flow test FH 39-510,PPM,HYDRANT,PPM,FLOWTEST,4.,68.48,0.00,53.64,122.12
03/24/21,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,REPAIRED,6.,151.89,140.85,100.08,392.82
03/24/21,Potable/Reuse Meter Installation,LEAK,HYDRANT,AGE-FAIL,REPAIRED,6.,139.02,0.00,80.46,219.48
03/24/21,Please flow test FH 0-546,PPM,HYDRANT,PPM,FLOWTEST,6.,139.02,0.00,80.46,219.48
03/25/21,Please flow test FH 25-465,PPM,HYDRANT,PPM,FLOWTEST,2.,46.34,0.00,26.82,73.16
03/26/21,HYDRANT LEAK,PPM,HYDRANT,PPM,INSPECT,3.,69.51,0.00,40.23,109.74
03/29/21,Map#526,PPM,HYDRANT,PPM,INSPECT,0.,0.00,0.00,0.00,0.00
04/01/21,HYDRANT LEAK,PPM,HYDRANT,PPM,INSPECT,2.,44.11,0.00,26.82,70.93
04/05/21,"PLEASE INSTALL 2"" JUMPER METER ",INSPECT,BFPREV,REQUEST,INSPECT,2.,72.26,0.00,45.28,117.54
04/05/21,"PLEASE INSTALL 2"" HYDRANT METER ",INSPECT,BFPREV,REQUEST,INSPECT,2.,72.26,0.00,45.28,117.54
04/06/21,Please perform a FH flow test @ FH 6-323,PPM,HYDRANT,PPM,FLOWTEST,2.,46.34,0.00,26.82,73.16
04/07/21,Please flow test FH 19-489 (residual from 14-489),PPM,HYDRANT,PPM,FLOWTEST,2.,46.34,0.00,26.82,73.16
04/08/21,Please schedule flow test @ FH 1-483,PPM,HYDRANT,PPM,FLOWTEST,2.,46.34,0.00,26.82,73.16
04/14/21,Please perform FH flow test @ FH 22-585,PPM,HYDRANT,PPM,FLOWTEST,4.,38.24,0.00,46.44,84.68
04/16/21,Please flow test FH 7-483,PPM,HYDRANT,PPM,FLOWTEST,2.,19.12,0.00,23.22,42.34
04/21/21,2'' JUMPER-MTR REPAIR,INSTALL,FLOMETER,REQUEST,REPAIRED,2.,59.21,0.00,46.44,105.65
04/21/21,2'' HYD-MTR INSTALL,INSTALL,FLOMETER,REQUEST,INSPECT,8.,197.23,"1,249.98",248.24,"1,695.45"
04/23/21,Please flow test FH 9-506 (Residual 27-505),PPM,HYDRANT,PPM,FLOWTEST,3.,40.83,0.00,40.23,81.06
04/26/21,Please schedule simultaneous flow tests,PPM,HYDRANT,PPM,FLOWTEST,28.,461.40,0.00,303.84,765.24
04/30/21,Please flow test FH 16-470,PPM,HYDRANT,PPM,FLOWTEST,2.,27.22,0.00,26.82,54.04
04/30/21,Please flow test FH 8-502,PPM,HYDRANT,PPM,FLOWTEST,2.,27.22,0.00,26.82,54.04
05/03/21,Map# 457,PPM,HYDRANT,PPM,REPAIRED,6.,69.51,0.00,34.83,104.34
05/03/21,REPAIR BROKEN FLANGE,PPM,HYDRANT,PPM,REPAIRED,7.,91.23,0.00,93.87,185.10
05/04/21,Please flow test FH 8-420,PPM,HYDRANT,PPM,FLOWTEST,2.,19.12,0.00,26.82,45.94
05/05/21,Please schedule flow test @ FH 14-420*Please see comments,PPM,HYDRANT,PPM,FLOWTEST,6.,57.36,0.00,80.46,137.82
05/06/21,Hydrant Leak,PPM,HYDRANT,PPM,INSPECT,2.,19.12,0.00,26.82,45.94
05/06/21,2'' HYD-MTR INSTALL,INSPECT,BFPREV,REQUEST,INSPECT,1.5,54.19,0.00,33.96,88.15
05/06/21,CUSTOMER PAID FOR 2 INCH JUMPER.  PCU 06-241.11.  NO PLANS ATTACHED.,INSPECT,BFPREV,REQUEST,INSPECT,9.,305.59,0.00,205.50,511.09
05/06/21,"PLEASE INSTALL 2"" JUMPER METER ",INSPECT,BFPREV,REQUEST,INSPECT,7.5,251.40,0.00,171.54,422.94
05/06/21,"PLEASE INTALL 2"" HYDRANT METER",INSPECT,BFPREV,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
05/06/21,INSPECT AND TEST HYDRANT BACKFLOW,INSPECT,BFPREV,REQUEST,INSPECT,2.5,90.32,0.00,56.60,146.92
05/06/21,"PLEASE INSTALL 2 INCH JUMPER.  PCU 04-102.51, EPCO PHASE 2.",INSPECT,BFPREV,REQUEST,INSPECT,8.,262.94,0.00,183.44,446.38
05/07/21,Potable/Reuse Meter Installation,PPM,HYDRANT,PPM,REPAIRED,12.,114.72,0.00,53.64,168.36
05/07/21,"Please flow test FH 1-402, with 2-402 as residual FH",PPM,HYDRANT,PPM,FLOWTEST,2.,19.12,0.00,26.82,45.94
05/07/21,"Fire Hydrant Maint (Inspect, Install, Remove, Service, Plug, Straighten)",PPM,HYDRANT,PPM,REPAIRED,6.,57.36,0.00,26.82,84.18
05/10/21,Please flow test FH 9-650,PPM,HYDRANT,PPM,FLOWTEST,2.,19.12,0.00,26.82,45.94
05/11/21,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,REPAIRED,1.5,44.41,0.97,34.83,80.21
05/12/21,Hydrant Maint,PPM,HYDRANT,PPM,INSPECT,2.,19.12,0.00,26.82,45.94
05/13/21,Map# 457,PPM,HYDRANT,PPM,REPAIRED,16.,161.06,0.00,184.14,345.20
05/14/21,Please schedule flow test @ FH 1-565,PPM,HYDRANT,PPM,FLOWTEST,2.,19.12,0.00,26.82,45.94
05/17/21,"PLEASE INSTALL 2"" JUMPER METER.",INSTALL,FLOMETER,REQUEST,INSPECT,9.,254.58,0.00,208.98,463.56
05/24/21,Please schedule flow test @ FH 15-629,PPM,HYDRANT,PPM,FLOWTEST,3.,28.68,0.00,40.23,68.91
05/25/21,PLEASE INVESTIGATE MISSING JUMPER METER. ,INSTALL,FLOMETER,REQUEST,INSPECT,2.5,74.01,0.00,58.05,132.06
05/27/21,"PLEASE INSTALL 2"" JUMPER METER",INSTALL,BFPREV,REQUEST,INSPECT,3.,98.30,0.00,57.76,156.06
05/27/21,"PLEASE INSTALL JUMPER METER, PCU 04-102.37, EPPERSON NORTH VILLAGES E-3.  CONTAC",INSTALL,BFPREV,REQUEST,INSPECT,7.,239.86,0.00,159.64,399.50
05/27/21,"PLEASE INSTALL 2"" JUMPER METER",INSTALL,BFPREV,REQUEST,INSPECT,8.5,290.18,0.00,137.87,428.05
05/27/21,"PLEASE INSTALL 2"" JUMPER METER",INSTALL,BFPREV,REQUEST,INSPECT,3.5,122.58,0.00,57.47,180.05
05/27/21,Map 367,PPM,HYDRANT,PPM,REPAIRED,19.5,177.54,0.00,174.33,351.87
06/02/21,"PLEASE INSTALL 2"" HYDRANT METER ",INSPECT,BFPREV,REQUEST,INSPECT,3.,98.60,459.39,68.79,626.78
06/02/21,"PLEASE INSTALL 2"" JUMPER METER.  PCU # 97-156.51, MAP # 323.  SITE CONTACT JIM B",INSTALL,FLOMETER,REQUEST,INSPECT,5.,166.99,0.00,92.30,259.29
06/02/21,PLEASE INSTALL HYDRANT METER AT BRIDGE HAVEN & APFEL ROAD,INSPECT,BFPREV,REQUEST,INSPECT,4.,131.47,459.39,91.72,682.58
06/02/21,CUSTOMER PAID FOR 2 INCH JUMPER.  PCU 97-156.51.  NO MAP ATTACHED.,INSTALL,FLOMETER,REQUEST,INSPECT,5.5,197.80,0.00,91.43,289.23
06/02/21,"PLEASE INSTALL 2"" HYDRANT METER ON WESLEY CHAPEL BLVD. MAP 402 HYDRANT 1. CONTAC",INSPECT,BFPREV,REQUEST,INSPECT,3.5,116.67,459.39,80.11,656.17
06/09/21,Map# 285,PPM,HYDRANT,PPM,INSPECT,0.,0.00,154.40,0.00,"57,517.40"
06/14/21,Please flow test FH 16-470,PPM,HYDRANT,PPM,FLOWTEST,1.,9.56,0.00,13.41,22.97
06/14/21,Please flow test FH 17-402 res from FH 18-402,PPM,HYDRANT,PPM,FLOWTEST,1.,9.56,0.00,13.41,22.97
06/15/21,HYDRANT BROKEN PIPE,PPM,HYDRANT,PPM,INSPECT,2.,19.12,0.00,26.82,45.94
06/15/21,Please flow test FH 29-329,PPM,HYDRANT,PPM,FLOWTEST,2.,19.12,0.00,40.23,59.35
06/16/21,Please schedule flow test @ FH 1-521,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/16/21,Please perform FH flow test  @ FH 2-507 using 1-507 as res,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/17/21,Please flow test FH 31-453,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/17/21,Please flow test new hydrant @ Avery Scope View 61-523,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/18/21,Flow Test for HYD#15-436 (Res. @ HYD#8-436),PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/19/21,Water Break/Leak Repair/Investigation,BREAK,HYDRANT,PPM,INSPECT,4.,129.65,0.00,91.72,221.37
06/21/21,Map# 367,PPM,HYDRANT,PPM,REPAIRED,12.,249.92,0.00,160.92,410.84
06/21/21,MVA caused hydrant break,BREAK,HYDRANT,MVA,REPAIRED,231.7,"6,124.64","4,777.45","5,061.52","15,963.61"
06/22/21,Please flow test FH 99002- 286/Res from 2-286,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/23/21,Please flow test FH 30-435,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
06/23/21,Map 433 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,8.5,336.67,0.00,124.52,461.19
06/24/21,Please repair hydrant 7-381,PPM,HYDRANT,PPM,REPAIRED,4.,76.48,0.00,53.64,130.12
06/25/21,"PLEASE INSTALL 2"" HYDRANT METER AT MORRIS BRIDGE RD 1,000' N OF SR 56. 2ND HYDRA",INSTALL,FLOMETER,REQUEST,INSPECT,4.,131.47,0.00,91.72,223.19
06/25/21,"PLEASE INSTALL 2 INCH JUMPER METER.  MAP 452, PCU 20-103.37",INSTALL,FLOMETER,REQUEST,INSPECT,9.,292.54,0.00,206.66,499.20
06/28/21,HYDRANT LEAK,PPM,HYDRANT,PPM,INSPECT,0.,0.00,0.00,0.00,0.00
06/28/21,Map 434 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,6.5,264.41,0.00,22.64,287.05
06/28/21,Hydrant Repair,PPM,HYDRANT,PPM,REPAIRED,2.,19.12,0.00,26.82,45.94
06/30/21,Repair for HYD#47-585,PPM,HYDRANT,PPM,INSPECT,4.,76.48,0.00,53.64,130.12
06/30/21,Map# 566 HYD#3,PPM,HYDRANT,PPM,REPAIRED,26.,401.50,0.00,348.66,750.16
07/01/21,Please flow test FH 32-402 (33-402 as res),PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/01/21,Water Break/Leak Repair/Investigation,BREAK,FLOMETER,REQUEST,REPAIRED,3.,82.58,0.00,34.83,117.41
07/01/21,Please schedule flow test @ FH 1-631,PPM,HYDRANT,PPM,FLOWTEST,8.,114.72,0.00,107.28,222.00
07/06/21,Please perform FH flow test @ FH 21-507 (22-507 for res),PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/06/21,Please flow test FH 27-483 (12-483 as residual),PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/08/21,Please perform simultaneous flow test (Map in Documents),PPM,HYDRANT,PPM,FLOWTEST,8.,101.97,0.00,107.28,209.25
07/13/21,Please flow test FH 2-402,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/13/21,Please flow test FH 7-453,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/13/21,Depression in the Ground,DEPRESS,HYDRANT,GEOLOGIC,INSPECT,2.,38.24,0.00,26.82,65.06
07/14/21,Map# 646,PPM,HYDRANT,PPM,REPAIRED,16.,293.05,0.00,214.56,507.61
07/15/21,Please schedule 4-pairing simultaneous flow test (Map in Documents),PPM,HYDRANT,PPM,FLOWTEST,26.,426.35,0.00,234.92,661.27
07/20/21,INV. HYDRANT BEING OUT DUE TO VEHICLE ACCIDENT,BREAK,HYDRANT,HIT-FAIL,REPAIRED,18.,411.30,0.00,232.92,644.22
07/20/21,Potable/Reuse Meter Installation,BREAK,HYDRANT,MVA,REPAIRED,8.,159.21,0.00,26.82,186.03
07/21/21,"PLEASE INSTALL 2"" JUMPER METER.  PCU# 04-102.62, MAP # 522, SITE CONTACT SHERRY ",INSTALL,FLOMETER,REQUEST,INSPECT,5.,154.84,578.31,52.43,785.57
07/21/21,Map# 347,PPM,HYDRANT,PPM,FLOWTEST,0.,0.00,"73,969.80",0.00,"73,969.80"
07/23/21,Water Break/Leak Repair/Investigation,BREAK,HYDRANT,HUMAN-ER,REPAIRED,13.3,300.14,0.00,163.33,463.47
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 802482.",REMOVE,FLOMETER,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 773730.",REMOVE,FLOMETER,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 724471.",REMOVE,FLOMETER,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 720266.",REMOVE,FLOMETER,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 790939.",REMOVE,BFPREV,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 705854.",REMOVE,FLOMETER,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/24/21,"PLEASE REMOVE 2"" HYDRANT METER FOR EXCEEDING 6 MONTHS. PREVIOUS W/O 517314.",REMOVE,FLOMETER,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
07/26/21,"PLEASE INSTALL 2"" HYDRANT METER AT CLIFTON DOWN DR. MAP 584. PCU #04-206.07.A.1.",INSTALL,FLOMETER,REQUEST,INSPECT,7.,209.89,459.96,70.34,740.18
07/26/21,Please flow test FH 2-469,PPM,HYDRANT,PPM,FLOWTEST,2.,46.43,0.00,26.82,73.25
07/27/21,INSTALL 2 IN HYDRANT METER,INSTALL,FLOMETER,REQUEST,INSPECT,4.,123.15,0.00,61.38,184.53
07/29/21,"PLEASE INSTALL 2"" HYDRANT METER. CONTACT AUSTIN ANDERSON @ 407-721-3600 WHEN COM",INSTALL,FLOMETER,REQUEST,INSPECT,6.,182.36,0.00,54.99,237.35
07/29/21,Please flow test FH 2-429 using FH 1-429 as residual,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/29/21,"PLEASE INSTALL 2"" HYDRANT METER ",INSTALL,FLOMETER,REQUEST,INSPECT,2.,55.05,0.00,17.91,72.96
07/29/21,Map 435 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,58.5,"2,288.04",0.00,403.31,"2,691.35"
07/30/21,Please flow test FH 16-402,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,26.82,65.06
07/30/21,Map# 324,PPM,HYDRANT,PPM,REPAIRED,10.,191.19,0.00,53.64,244.83
08/01/21,"PLEASE INSTALL 2"" HYDRANT METER ",INSTALL,FLOMETER,REQUEST,INSPECT,9.,264.94,459.96,88.25,813.14
08/02/21,map 545,LEAK,HYDRANT,PPM,REPAIRED,3.,69.65,0.00,40.23,109.88
08/02/21,PLEASE INVESTIGATE MISSING JUMPER METER. PREVIOUS W/O 885945.,INSPECT,BFPREV,REQUEST,INSPECT,5.,132.74,0.00,26.87,159.61
08/02/21,PLEASE RELOCATE METER NORTH TO HYDRANT 53. PREVIOUS W/O 794443.,RELOCATE,FLOMETER,REQUEST,INSPECT,2.,59.21,0.00,46.44,105.65
08/03/21,PLEASE RELOCATE HYDRANT METER TO 30825 MIRADA BLVD. PREVIOUS W/O 806493.,RELOCATE,FLOMETER,REQUEST,INSPECT,9.,273.54,459.96,92.07,825.57
08/04/21,PLEASE INSPECT HYDRANT METER FOR REVERSE READ.,INSTALL,FLOMETER,REQUEST,INSPECT,2.,55.05,0.00,17.91,72.96
08/04/21,Potable/Reuse Meter InstaPLEASE RELOCATE HYDRANT METER TO 30825 MIRADA BLllation,RELOCATE,FLOMETER,REQUEST,INSPECT,6.,182.36,0.00,61.38,243.74
08/04/21,PLEASE INSTALL JUMPER METER.  PCU 12-111.04 CONTACT SHERI DUNCAN @ RIPA 941-623-,INSTALL,FLOMETER,REQUEST,INSPECT,4.,127.31,588.85,25.56,741.72
08/06/21,map 435,INSPECT,HYDRANT,REQUEST,REPAIRED,11.5,266.99,0.00,167.63,434.61
08/06/21,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,INSPECT,6.,182.36,0.00,61.38,243.74
08/09/21,"PLEASE INSTALL 2"" HYDRANT METER AT 25030 WESLEY CHAPEL BLVD. CONTACT BRITTNEY WR",INSTALL,FLOMETER,REQUEST,INSPECT,3.5,119.94,0.00,56.25,176.19
08/09/21,Please flow test FH 64-437 Windcrest Dr,PPM,HYDRANT,PPM,FLOWTEST,4.5,104.47,0.00,53.64,158.11
08/09/21,"PLEASE INVESTIGATE MISSING 2"" HYDRANT METER.",INSTALL,FLOMETER,REQUEST,INSPECT,2.,55.05,0.00,17.91,72.96
08/09/21,"PLEASE INVESTIGATE MISSING 2"" HYDRANT METER.",INSTALL,FLOMETER,REQUEST,INSPECT,2.,55.05,0.00,17.91,72.96
08/10/21,Map 436 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,12.5,495.97,0.00,51.12,547.09
08/11/21,"Please set up simultaneous flow tests, map 528 (See comments & Map in Documents)",PPM,HYDRANT,PPM,FLOWTEST,4.5,69.65,0.00,53.64,123.29
08/13/21,Map 429 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,5.,210.22,0.00,56.60,266.82
08/17/21,"PLEASE INSTALL 2"" HYDRANT METER AT 24749 SR 54. CONTACT CRAIG MONGER @ 727-336-3",INSTALL,FLOMETER,REQUEST,INSPECT,8.,237.41,0.00,79.29,316.70
08/17/21,Please flow test FH @ AAA Strorage SR 52,PPM,HYDRANT,REQUEST,FLOWTEST,4.5,69.65,0.00,107.28,176.93
08/17/21,Map 437 Backflow Inspections,INSPECT,BACKCHEK,REQUEST,INSPECT,13.,514.04,0.00,51.12,565.16
08/17/21,"Please set up simultaneous flow tests, FHs on Wiregrass Ranch Blvd",PPM,HYDRANT,REQUEST,FLOWTEST,6.,98.33,0.00,46.44,144.77
08/20/21,"PLESE INSTALL 2"" HYDRANT METER AT 23305 SHINING STAR DR. CONTACT RON CALLAHAN @ ",INSTALL,FLOMETER,REQUEST,INSPECT,5.5,164.30,0.00,61.38,225.68
08/25/21,Please flow test FH 3-434,PPM,HYDRANT,REQUEST,FLOWTEST,5.5,40.97,0.00,69.66,110.63
08/25/21,Please repair hydrant 54-346 (See comments),NOT-WORK,HYDRANT,BLOCKAGE,REPLACED,35.,793.87,79.93,374.56,"1,248.36"
08/31/21,Map 451 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,0.5,18.06,0.00,12.78,30.84
09/01/21,Map 438 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,26.,"1,028.08",0.00,153.36,"1,181.44"
09/01/21,Please flow test FH 25-453,PPM,HYDRANT,PPM,FLOWTEST,1.5,40.97,0.00,46.44,87.41
09/03/21,Map# 565,PPM,HYDRANT,PPM,INSPECT,6.,139.30,0.00,69.66,208.96
09/03/21,Please flow test FH 44-418 using FH 45-418 as residual,PPM,HYDRANT,REQUEST,FLOWTEST,2.,54.63,0.00,46.44,101.07
09/03/21,Hydrant,INSPECT,HYDRANT,REQUEST,REPAIRED,2.5,58.04,0.00,33.53,91.57
09/03/21,Please repair hydrant 24-346 (See comments),BREAK,HYDRANT,AGE-FAIL,REPAIRED,4.,92.86,0.00,46.44,139.30
09/03/21,Please flow test FH 18-456,PPM,HYDRANT,REQUEST,FLOWTEST,3.,69.65,0.00,53.64,123.29
09/09/21,Please flow test FH 10-402,INSPECT,HYDRANT,PPM,FLOWTEST,1.,13.66,0.00,23.22,36.88
09/09/21,"Please flow test FH 9-438, residual from 8-438",INSPECT,HYDRANT,PPM,FLOWTEST,1.,13.66,0.00,23.22,36.88
09/09/21,Please flow test FH 4-447,INSPECT,HYDRANT,PPM,FLOWTEST,4.,54.63,0.00,46.44,101.07
09/14/21,Map 447 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,4.5,177.37,0.00,25.56,202.93
09/24/21,Please flow test FH 5-307/FH 6-307 as residual,INSPECT,HYDRANT,REQUEST,FLOWTEST,1.,35.12,0.00,18.50,53.62
09/28/21,Please flow test FH 2-544 (Residual from 3-544),INSPECT,HYDRANT,REQUEST,FLOWTEST,4.,76.48,0.00,0.00,76.48
09/28/21,Please flow test FH 10-434,INSPECT,HYDRANT,PPM,FLOWTEST,4.,76.48,0.00,0.00,76.48
09/28/21,Please flow test FH 1-429,INSPECT,HYDRANT,PPM,FLOWTEST,4.,76.48,0.00,0.00,76.48
09/28/21,Please flow test FH 6-367 with FH 39-349 as residual,INSPECT,HYDRANT,REQUEST,FLOWTEST,4.,76.48,0.00,0.00,76.48
09/28/21,Please flow test FH 12-507,INSPECT,HYDRANT,REQUEST,FLOWTEST,6.,114.72,0.00,0.00,114.72
09/29/21,"Please flow test FH 7-544, using FH 2-544 as residual",INSPECT,HYDRANT,REQUEST,FLOWTEST,4.,76.48,0.00,0.00,76.48
09/29/21,Please schedule flow test FH 37-455,INSPECT,HYDRANT,REQUEST,FLOWTEST,4.,76.48,0.00,0.00,76.48
09/30/21,Please perform Full Service to FH 41-453 FKA 99 Hyd,PPM,HYDRANT,PPM,INSPECT,0.,0.00,0.00,0.00,0.00
09/30/21,Please flow test FH FH 13-402,PPM,HYDRANT,REQUEST,INSPECT,2.,38.24,0.00,0.00,38.24
09/30/21,Please flow test FH 20-402,PPM,HYDRANT,REQUEST,INSPECT,4.,76.48,0.00,0.00,76.48
09/30/21,"Please flow test FH 40-418, (FH 41 as residual)",PPM,HYDRANT,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
10/08/21,Map 453 Backflow Inspections,INSPECT,BACKCHEK,REQUEST,INSPECT,39.5,"1,515.82",0.00,255.60,"1,771.42"
10/12/21,Map 452 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,11.5,415.49,0.00,102.24,517.73
10/14/21,PLEASE INSPECT JUMPER METER FOR PROVIDING REVERSE READ. ILLEGALLY RELOCATED TO K,INSTALL,FLOMETER,REQUEST,INSPECT,2.,50.89,0.00,0.00,50.89
10/19/21,Map 455 Backflow Inspections,INSPECT,BACKCHEK,REQUEST,INSPECT,18.5,697.96,0.00,178.92,876.88
10/26/21,Map 456 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,22.5,872.05,0.00,166.14,"1,038.19"
10/27/21,Please perform full service & paint FHs 48 & 49-418,PPM,HYDRANT,REQUEST,INSPECT,8.,152.95,0.00,0.00,152.95
10/27/21,Please perform flow test @ FH 15-436,PPM,HYDRANT,PPM,INSPECT,4.,76.48,0.00,0.00,76.48
10/27/21,Please flow test FH 2-486/Residual from FH 1-486,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,0.00,38.24
10/27/21,Please perform FH flow test @ FH 25-472,PPM,HYDRANT,PPM,FLOWTEST,2.,38.24,0.00,0.00,38.24
10/27/21,Potable/Reuse Meter Installation,INSTALL,HYDRANT,REQUEST,FLOWTEST,6.,187.36,0.00,0.00,187.36
10/28/21,Map 469 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,2.,68.71,0.00,45.28,113.99
10/28/21,Map 454 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,10.,376.08,0.00,63.90,439.98
10/29/21,Please flow test FH 32-492,PPM,HYDRANT,REQUEST,FLOWTEST,4.,77.69,0.00,0.00,77.69
10/29/21,Please flow test FH 1-610,PPM,HYDRANT,REQUEST,FLOWTEST,4.,77.69,0.00,0.00,77.69
10/29/21,Map# 365,PPM,HYDRANT,PPM,REPAIRED,4.,92.86,0.00,53.64,146.50
10/29/21,Map# 488,PPM,HYDRANT,PPM,REPAIRED,11.,210.31,0.00,40.23,250.54
10/29/21,Please flow test FH 34-402,PPM,HYDRANT,REQUEST,FLOWTEST,4.,77.69,0.00,0.00,77.69
10/29/21,Please flow test FH 4-385,PPM,HYDRANT,REQUEST,FLOWTEST,4.,77.69,0.00,0.00,77.69
11/04/21,Map 457 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,19.5,771.15,0.00,115.02,886.17
11/04/21,Please perform FH Flow test @ FH 24-418,PPM,HYDRANT,REQUEST,FLOWTEST,4.,85.52,0.00,0.00,85.52
11/15/21,Hydrant ,INSTALL,HYDRANT,REQUEST,INSPECT,0.,0.00,0.00,0.00,0.00
11/17/21,Map 465 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,8.,327.48,0.00,38.34,365.82
11/29/21,Map 466 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,7.,280.79,0.00,31.95,312.74
11/30/21,Potable/Reuse Meter Installation,LOW-PRES,FLOMETER,REQUEST,INSPECT,5.,142.53,0.00,44.78,187.30
11/30/21,"Please flow test FH 2-456, residual from FH 3-436",PPM,HYDRANT,REQUEST,FLOWTEST,2.,42.76,0.00,0.00,42.76
11/30/21,Audit for HYDs OOS,PPM,HYDRANT,PPM,INSPECT,11.,255.38,0.00,147.51,402.89
11/30/21, flow test hyd 5 using Hyd 7as the read hydrant ,PPM,HYDRANT,REQUEST,FLOWTEST,4.,85.52,0.00,0.00,85.52
11/30/21,PLEASE RELOCATE HYDRANT METER TO 7325 LAND O LAKES BLVD. PREVIOUS W/O 727206,INSPECT,BFPREV,REQUEST,INSPECT,6.,154.60,463.49,35.82,653.92
11/30/21,Please flow test FH 2-541 using FH 1 as residual,PPM,HYDRANT,REQUEST,FLOWTEST,4.,85.52,0.00,0.00,85.52
12/01/21,Potable/Reuse Meter Installation,INSTALL,HYDRANT,NCM,INSPECT,0.,0.00,0.00,0.00,0.00
12/06/21,Map 468 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,11.,431.37,0.00,51.12,482.49
12/07/21,PLEASE INSPECT METER. PROVIDING REVERSE READ.,INSTALL,FLOMETER,REQUEST,INSPECT,4.,114.02,0.00,35.82,149.84
12/09/21,Map 469 Backflow Inspections,INSPECT,BFPREV,REQUEST,INSPECT,10.,410.99,0.00,44.73,455.72
12/10/21,Potable/Reuse Meter Installation,INSTALL,FLOMETER,REQUEST,INSPECT,3.,82.58,0.00,26.87,109.44
